,Full Username,Date of Tweet,Number of Replies,Total Engagements,cleaned tweet,sentiment text,sentiment_prob,tags,outlier_merged,merged_label,merged_description
349,@TheWhistlerNG,2025-02-13,0,1.0,The Whistler Newspaper The Lagos State Government has raised the bus fare on all Bus Reform Initiative (BRI) schemes by 18 per cent.,neutral,0.708813429,"NEWS, FARES",8,Fare Hikes & Economic Impact on Commuters,"This topic is centered on announced BRT fare increases, their causes (e.g., rising operational costs, fuel prices), and the resultant economic burden on commuters. It reflects public concern over affordability and the broader economic hardship."
350,@__iamchioma,2025-02-13,0,2.0,Chioma Okoro BRT fares to increase by 18% from February 17 - LAMATA chiomaokoro.com/2025/02/13/brt. LAMATA BRT lagos,neutral,0.917544484,"FARES, NEWS",8,Fare Hikes & Economic Impact on Commuters,"This topic is centered on announced BRT fare increases, their causes (e.g., rising operational costs, fuel prices), and the resultant economic burden on commuters. It reflects public concern over affordability and the broader economic hardship."
351,@InsideMainland,2025-02-13,2,6.0,"Inside Mainland LAMATA increases BRT���������s Fares By 18% from February 17 The Lagos Metropolitan Area Transport Authority (LAMATA) has announced an 18% increase in fares for its Bus Reform Initiative, (BRI) scheme. The increment commences in February 17. LAMATA said the ",neutral,0.654864848,"FARES, LEGAL",8,Fare Hikes & Economic Impact on Commuters,"This topic is centered on announced BRT fare increases, their causes (e.g., rising operational costs, fuel prices), and the resultant economic burden on commuters. It reflects public concern over affordability and the broader economic hardship."
352,@vanguardngrnews,2025-02-13,70,261.0,Vanguard Newspapers Lagos BRT fares increase by 18% from February 17,neutral,0.812286973,"NEWS, FARES",8,Fare Hikes & Economic Impact on Commuters,"This topic is centered on announced BRT fare increases, their causes (e.g., rising operational costs, fuel prices), and the resultant economic burden on commuters. It reflects public concern over affordability and the broader economic hardship."
353,@Ibomyouths35,2025-02-13,0,0.0,IBOM SONS & DAUGHTERS JUST IN: Lagos state government increases the fare for BRT buses ,neutral,0.890062332,FARES,8,Fare Hikes & Economic Impact on Commuters,"This topic is centered on announced BRT fare increases, their causes (e.g., rising operational costs, fuel prices), and the resultant economic burden on commuters. It reflects public concern over affordability and the broader economic hardship."
354,@MobilePunch,2025-02-13,4,36.0,Punch Newspapers The Lagos State Government has announced an 18 percent increase in fares under its bus reform initiative scheme.,neutral,0.879152417,"NEWS, FARES",8,Fare Hikes & Economic Impact on Commuters,"This topic is centered on announced BRT fare increases, their causes (e.g., rising operational costs, fuel prices), and the resultant economic burden on commuters. It reflects public concern over affordability and the broader economic hardship."
355,@ThePapersng,2025-02-13,0,2.0,The Papers Nigeria Commuters to pay more as Lagos govt increases BRT fares - the-papers.ng/2025/02/13/com.,neutral,0.775020599,"FARES, NEWS",8,Fare Hikes & Economic Impact on Commuters,"This topic is centered on announced BRT fare increases, their causes (e.g., rising operational costs, fuel prices), and the resultant economic burden on commuters. It reflects public concern over affordability and the broader economic hardship."
356,@1Nigeriaa,2025-02-13,31,277.0,One Nigeria JUST IN: Lagos state government has increased the fare for BRT buses for only Obidients,neutral,0.858683586,"FARES, LEGAL",8,Fare Hikes & Economic Impact on Commuters,"This topic is centered on announced BRT fare increases, their causes (e.g., rising operational costs, fuel prices), and the resultant economic burden on commuters. It reflects public concern over affordability and the broader economic hardship."
357,@d_original_news,2025-02-13,0,0.0,The Original News JUST IN: Lagos state government has increased the fare for BRT buses,neutral,0.932738423,"NEWS, FARES",8,Fare Hikes & Economic Impact on Commuters,"This topic is centered on announced BRT fare increases, their causes (e.g., rising operational costs, fuel prices), and the resultant economic burden on commuters. It reflects public concern over affordability and the broader economic hardship."
358,@NigeriaStories,2025-02-13,88,1206.0,Nigeria Stories JUST IN: Lagos state government has increased the fare for BRT buses ,neutral,0.889434397,FARES,8,Fare Hikes & Economic Impact on Commuters,"This topic is centered on announced BRT fare increases, their causes (e.g., rising operational costs, fuel prices), and the resultant economic burden on commuters. It reflects public concern over affordability and the broader economic hardship."
359,@isumunna,2025-02-13,0,0.0,"Isaac Umunna Lagos Govt hikes BRT fares, cites ���������cost of operations�����",neutral,0.732076228,"LEGAL, NEWS",8,Fare Hikes & Economic Impact on Commuters,"This topic is centered on announced BRT fare increases, their causes (e.g., rising operational costs, fuel prices), and the resultant economic burden on commuters. It reflects public concern over affordability and the broader economic hardship."
360,@viarifnote,2025-02-13,1,1.0,"Rifnote Lagos govt increases BRT fares, citing rising operational costs Follow viarifnote",neutral,0.738308668,"FARES, LEGAL",8,Fare Hikes & Economic Impact on Commuters,"This topic is centered on announced BRT fare increases, their causes (e.g., rising operational costs, fuel prices), and the resultant economic burden on commuters. It reflects public concern over affordability and the broader economic hardship."
361,@THEWILLNG,2025-02-13,0,0.0,THEWILL NEWSPAPER Lagos Announces 18% Hike In BRT Fares thewillnews.com/lagos-announce.,neutral,0.918244004,"NEWS, FARES",-1,Noise,Noise
362,@your_Favxparte,2025-02-12,0,9.0,"Xparte The Lagos BRT was introduced with the aim of reducing traffic congestion, providing an affordable means of transport, and improving the overall commuting experience. Dedicated lanes for BRT buses should theoretically allow for swift movement, bypassing the usual gridlock. Show more",positive,0.508602619,NEWS,6,"Market Decongestion, Enforcement & Land Disputes","This topic details official efforts to clear illegal traders from BRT stations and public spaces, focusing on environmental enforcement, task force operations, and associated arrests. It also touches on land disputes and protests against government actions related to BRT infrastructure."
363,@your_Favxparte,2025-02-11,1,10.0,Xparte BRT LANE WAHALA So there���������s been an outcry here and there about how road users are found driving on BRT lanes that are unmarked and so there was no ,negative,0.528916776,OTHERS,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
364,@lollypeezle,2025-02-12,19,478.0,"Lola Okunrin If you use BRT in Lagos very well, you won't but notice the selfishness of humans. While you are on the queue at the BRT stand waiting for bus, what's ringing in your head is ���������make any bus just come make i enter. Whether to squeeze myself in or whateve"".",negative,0.627989471,"STAFF, SUGGESTION",5,Commuter Experience: Daily Challenges & Frustrations,"This topic captures the daily grind of BRT commuters: long queues, delays, discomfort, and the sheer mental and physical toll of Lagos public transport. It reflects a sentiment of struggle and resignation, with expressions of tiredness and frustration dominating the narrative."
365,@Fagbohun_AB,2025-02-12,12,38.0,"B L Lagos people are soooo disorganized Was going to work and I see someone bending down the BRT station at 5:15am, he was defecating . Before I could count 3 steps again, I saw one Big Shxt lying down I don lick TomTom 7x through out today",negative,0.759884477,OTHERS,1,"Urban Decay, Sanitation Crisis & Symbolic Politics of BRT","This topic captures intense public debate about Lagos “smelling,” environmental degradation around BRT terminals, and sanitation failures. BRT appears as a symbolic site where governance, urban neglect, migration, and identity politics collide. Discussions often escalate into partisan attacks, ethnic blame, and moral judgments, showing how transport infrastructure becomes a proxy for wider urban governance failures."
366,@SeniorGong____,2025-02-13,0,0.0,"Babylon Man Lagos dey smell true true, in a BRT and we just got to Oshodi and the stench wan kill me for here.",negative,0.718471944,HEALTH,1,"Urban Decay, Sanitation Crisis & Symbolic Politics of BRT","This topic captures intense public debate about Lagos “smelling,” environmental degradation around BRT terminals, and sanitation failures. BRT appears as a symbolic site where governance, urban neglect, migration, and identity politics collide. Discussions often escalate into partisan attacks, ethnic blame, and moral judgments, showing how transport infrastructure becomes a proxy for wider urban governance failures."
367,@thecableng,2025-02-13,3,14.0,TheCable Lagos to increase BRT fares by 18% February 17,neutral,0.846694827,"FARES, NEWS",8,Fare Hikes & Economic Impact on Commuters,"This topic is centered on announced BRT fare increases, their causes (e.g., rising operational costs, fuel prices), and the resultant economic burden on commuters. It reflects public concern over affordability and the broader economic hardship."
368,@channelstv,2025-02-13,29,112.0,"Channels Television Lagos Govt Hikes BRT Fares, Cites ���������Cost Of Operations����",neutral,0.948275387,"NEWS, FARES",8,Fare Hikes & Economic Impact on Commuters,"This topic is centered on announced BRT fare increases, their causes (e.g., rising operational costs, fuel prices), and the resultant economic burden on commuters. It reflects public concern over affordability and the broader economic hardship."
369,@idofoi,2025-02-13,0,0.0,Ak nn Lagos Government increases BRT fare by 18% starting from Monday 17th February.,neutral,0.888894796,"FARES, LEGAL",8,Fare Hikes & Economic Impact on Commuters,"This topic is centered on announced BRT fare increases, their causes (e.g., rising operational costs, fuel prices), and the resultant economic burden on commuters. It reflects public concern over affordability and the broader economic hardship."
370,@Lamata_,2025-02-13,0,0.0,Lagos Metropolitan Area Transport Autho. LAMATA KeepingLagosmoving lasg,neutral,0.804496288,LEGAL,6,"Market Decongestion, Enforcement & Land Disputes","This topic details official efforts to clear illegal traders from BRT stations and public spaces, focusing on environmental enforcement, task force operations, and associated arrests. It also touches on land disputes and protests against government actions related to BRT infrastructure."
371,@Tekanomo_,2025-02-13,0,18.0,Maester 18% increase means for BRT: Oshodi - Ajah N950 Oshodi - Abule Egba N650 Oshodi - Egbeda N550 Oshodi - Sasha N500 Oshodi - Apapa N650 Oshodi - Ikorodu N650 Ikorodu - CMS N950 Abule Egba - CMS N950 Berger - CMS N950 Good luck to all Lagos Commuters. Up Tulumbu!!!,positive,0.711054087,"FARES, NEWS",8,Fare Hikes & Economic Impact on Commuters,"This topic is centered on announced BRT fare increases, their causes (e.g., rising operational costs, fuel prices), and the resultant economic burden on commuters. It reflects public concern over affordability and the broader economic hardship."
372,@Mustyjaf,2025-02-12,0,3.0,AJIBU I just hope and pray these buses aren't refurbished Lagos BRT buses ,negative,0.479181945,OTHERS,6,"Market Decongestion, Enforcement & Land Disputes","This topic details official efforts to clear illegal traders from BRT stations and public spaces, focusing on environmental enforcement, task force operations, and associated arrests. It also touches on land disputes and protests against government actions related to BRT infrastructure."
373,@AyanniyiNoah,2025-02-11,0,0.0,"NOBAT Replying to IU_Wakilii I actually saw these buses January 1st on lagos-ibadan express way. I'm one of those who have seen it, here in SW. ",neutral,0.918394506,OTHERS,6,"Market Decongestion, Enforcement & Land Disputes","This topic details official efforts to clear illegal traders from BRT stations and public spaces, focusing on environmental enforcement, task force operations, and associated arrests. It also touches on land disputes and protests against government actions related to BRT infrastructure."
374,@NewsClickng,2025-02-11,1,1.0,"NewsClick Nigeria Media The Lagos High Court has scheduled 3rd March for the adoption of final written addresses in the trial of Andrew Ominikoron, a BRT driver accused of raping and murdering 22-year-old fashion designer, Oluwabamise Ayanwola. 15gb southafricans airtel drake MTN kendrick",neutral,0.897534907,LEGAL,2,"Crime, Justice & the Bamise Ayanwola Case","This topic is dominated by court rulings, news reports, and public reactions to the murder of Bamise Ayanwola by a Lagos BRT driver. The discourse centers on justice, accountability, gendered violence, and institutional responsibility within public transport systems. It represents the gravest reputational and moral crisis associated with the Lagos BRT."
375,@ImamShams,2025-02-11,2,9.0,"Shams A Imam It's so disheartening to see KNSG under the leadership of Kyusufabba now pushing for a BRT system similar to what H.E Dr. Ganduje did, after they criticized it during his time. Instead of improving the Kanawa Bus Service, they dismissed it & are now looking at Lagos as a model.",negative,0.882364631,LEGAL,-1,Noise,Noise
376,@Denokgist,2025-02-10,0,0.0,"Gist with Denok Mother of Late Bamise Accuses Lagos Government Of Being Complicit, Laments Delay In BRT Driver's Trial.",negative,0.665672839,LEGAL,2,"Crime, Justice & the Bamise Ayanwola Case","This topic is dominated by court rulings, news reports, and public reactions to the murder of Bamise Ayanwola by a Lagos BRT driver. The discourse centers on justice, accountability, gendered violence, and institutional responsibility within public transport systems. It represents the gravest reputational and moral crisis associated with the Lagos BRT."
377,@instablog9ja,2025-02-10,23,549.0,"Instablog9ja Mother of Late Bamise Accuses Lagos Government Of Being Complicit, Laments Delay In BRT Driver's Trial.",negative,0.665601254,LEGAL,2,"Crime, Justice & the Bamise Ayanwola Case","This topic is dominated by court rulings, news reports, and public reactions to the murder of Bamise Ayanwola by a Lagos BRT driver. The discourse centers on justice, accountability, gendered violence, and institutional responsibility within public transport systems. It represents the gravest reputational and moral crisis associated with the Lagos BRT."
378,@NewsCentralTV,2025-02-11,1,9.0,News Central TV The Lagos High Court has scheduled March 3 for final addresses in BRT driver Andrew Ominikoron's trial for Oluwabamise Ayanwola's rape and murder. newscentral.africa/bamise-court-s.,neutral,0.919797182,"LEGAL, NEWS",2,"Crime, Justice & the Bamise Ayanwola Case","This topic is dominated by court rulings, news reports, and public reactions to the murder of Bamise Ayanwola by a Lagos BRT driver. The discourse centers on justice, accountability, gendered violence, and institutional responsibility within public transport systems. It represents the gravest reputational and moral crisis associated with the Lagos BRT."
379,@rade_adenike,2025-02-11,0,0.0,rade Lagos BRT drivers to their passengers: ,neutral,0.939747393,STAFF,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
380,@iamhawler,2025-02-11,0,2.0,"Olalekan Babatunde For oshodi this afternoon, Na so soldier used his jack knife cut a BRT driver that hit his bike causing injuries on his body. As i move forward small i heard police taskforce throwing teargas because soldiers using okada to do transport are resisting arrest. Lagos for show",negative,0.667737305,OTHERS,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
381,@Voiceofigbos,2025-02-11,5,139.0,Voice of Igbos Tinubu and Bigot Samuolu is yet to give BAMISE Parents Justice! 22 yrs old BAMISE is yet to get justice After she was k!lled inside BRT Bus in Lagos Yoruba Ronus are quiet,negative,0.865987599,LEGAL,2,"Crime, Justice & the Bamise Ayanwola Case","This topic is dominated by court rulings, news reports, and public reactions to the murder of Bamise Ayanwola by a Lagos BRT driver. The discourse centers on justice, accountability, gendered violence, and institutional responsibility within public transport systems. It represents the gravest reputational and moral crisis associated with the Lagos BRT."
382,@Bizalotime,2025-02-11,0,5.0,"ABISOYE ALOGBA For The Record on MY LAGOS, the Exemplary State of Excellence. Kano state ministry of transportation on Lagos tour to understudy the Lagos transportation system for development and partnership. The Kano delegates stated the state's intention to kickstart the BRT system as the Show more",positive,0.542926729,NEWS,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
383,@jofjac2,2025-02-11,0,0.0," SupportGoodMusic Advocating for a BRT Terminal at Adeniji Adele Park to Boost Inclusive Transportation Dear Governor jidesanwoolu, As Lagos continues to grow as a thriving global city, accessible and efficient transportation remains critical for all residents. I write to respectfully Show more",positive,0.603529334,SUGGESTION,11,Vehicle & Driver Behavior (Recklessness & Maintenance),"This topic focuses on the conduct of BRT drivers (e.g., over-speeding, recklessness), the condition of the buses (e.g., poor maintenance, lack of AC), and the safety implications. It also covers incidents involving BRT vehicles hitting pedestrians or other vehicles due to perceived negligence."
384,@KanoFirstMedia,2025-02-11,0,4.0,"KanoFirst Media Kano takes cue from Lagos! Hon. Ibrahim Namadi, Kano's Transportation Commissioner, leads delegation to Lagos to study its transport model. Plans to replicate Bus Rapid Transit (BRT) system in Kano KanoFirst AbbaIsWorking KanoState Transportation",neutral,0.830793321,NEWS,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
385,@collight4u,2025-02-10,0,0.0,"Sara Mother of Late Bamise Accuses Lagos Government Of Being Complicit, Laments Delay In BRT Driver's Trial buff.ly/4hxDudq Do online surveys and earn money and free gift cards without investment Paying from 2007 bit.ly/4czmB8v",neutral,0.748896897,LEGAL,2,"Crime, Justice & the Bamise Ayanwola Case","This topic is dominated by court rulings, news reports, and public reactions to the murder of Bamise Ayanwola by a Lagos BRT driver. The discourse centers on justice, accountability, gendered violence, and institutional responsibility within public transport systems. It represents the gravest reputational and moral crisis associated with the Lagos BRT."
386,@SaharaReporters,2025-02-10,12,540.0,"Sahara Reporters Mother of Late Bamise Accuses Lagos Government Of Being Complicit, Laments Delay In BRT Driver's Trial",negative,0.703729689,LEGAL,2,"Crime, Justice & the Bamise Ayanwola Case","This topic is dominated by court rulings, news reports, and public reactions to the murder of Bamise Ayanwola by a Lagos BRT driver. The discourse centers on justice, accountability, gendered violence, and institutional responsibility within public transport systems. It represents the gravest reputational and moral crisis associated with the Lagos BRT."
387,@plantcodesss,2025-02-10,3,22.0,Confidence ufuoma Lagos is such a wild place I entered the blue brt today to Yaba and this guy wanted to alight at a bus stop that wasn't registered the driver didn't stop for him and he started fighting the driver while the bus was on motion mehn I was scared and the idiot got away with it ,negative,0.798319101,"STAFF, CRIME",0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
388,@Krisifesi,2025-02-10,1,1.0,"k. If una vote me enter Aso Rock, first thing wey I go do na to connect all the states with rail. E go be like say na BRT una dey enter - just enter train for Lagos, choo go Abuja, buy suya, flex small, then choo back go sleep for Lagos.",neutral,0.820936799,"LEGAL, SUGGESTION",9,Fintech & Payment Systems (Cowry Card),"This topic highlights the integration of technology in BRT services, specifically the Cowry Card payment system. Discussions include its efficiency, ease of use, and occasional issues like card errors or insufficient balance, alongside mentions of fintech companies powering these systems."
389,@EniolaRaji1990,2025-02-07,0,2.0,"Eniola Raji BRT, Lagos Blue& Red rail-line, Eko Atlantic City,Lekki Free Trade Zone housing Lekki Deep Sea Port& Dangote Refinery are all projects& brain of Lagos Govt& Yoruba people. Ever ask yourself why Calabar that was also once FCT of Nigeria is not like Lagos? Leadership is everything.",neutral,0.805572927,"LEGAL, NEWS",4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
390,@InfraSpotlight,2025-02-07,2,10.0,"InfraSpotlight Did you know BRT (Bus Rapid Transit) is an infrastructure? From Lagos pioneering Africa's first BRT in 2008 to Dakar launching the first fully electric BRT in 2023, cities across the continent are transforming urban mobility. Infralingo BRT",positive,0.739374042,"INFRASTRUCTURE, NEWS",4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
391,@dame_betty,2025-02-07,1,6.0,"Damilola Adeagbo If i start creating content with everyday drama I do witness in this Lagos, passengers vs drivers, I'll blow I wanted to catch up with BRT so i couldn't wait to watch the complete saga this morning, one of the passengers gave driver 50 as tf, our driver parked, came down Show more",negative,0.48848021,OTHERS,5,Commuter Experience: Daily Challenges & Frustrations,"This topic captures the daily grind of BRT commuters: long queues, delays, discomfort, and the sheer mental and physical toll of Lagos public transport. It reflects a sentiment of struggle and resignation, with expressions of tiredness and frustration dominating the narrative."
392,@AMAC4OBI,2025-02-06,0,0.0,Obi J.C. These was the country our dear then Lagos gov went to copy BRT from. Like they spent time in Bogota. Yes your guess is as well as mine .,neutral,0.7787655,OTHERS,4,"Political Legacy, Infrastructure Achievement & Elite Narratives","This topic frames BRT as a political and infrastructural achievement, often linked to historical figures like Tinubu and Fashola. It highlights discussions about urban development projects, economic modeling, and governance capacity, frequently used in political discourse to showcase success or draw comparisons with other regions."
393,@ChuksEricE,2025-02-04,49,1065.0,CHUKS People now rising to end POLICE and LAMATA extortion via the unmarked BRT Lanes in Lagos state.,neutral,0.669823885,LEGAL,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
394,@AriyoAyodeji4,2025-02-04,1,6.0,"Ayodeji It seems everyone in lagos lives at Ikorodu, abi what is this population at obalende brt station. What time will I get home? We'll mo ti gbe egg roll ati Pepsi lura",neutral,0.722767115,OTHERS,5,Commuter Experience: Daily Challenges & Frustrations,"This topic captures the daily grind of BRT commuters: long queues, delays, discomfort, and the sheer mental and physical toll of Lagos public transport. It reflects a sentiment of struggle and resignation, with expressions of tiredness and frustration dominating the narrative."
395,@Kolaqhazzim,2025-02-04,0,0.0,kolaqhazzim When will Lagos and Nigeria completely eradicate the yellow bus ? Lagos has to lead the way. States can acquire enough BRT buses in every corner of their local governments with calculated travel time. 100% can be done,neutral,0.672435343,SUGGESTION,9,Fintech & Payment Systems (Cowry Card),"This topic highlights the integration of technology in BRT services, specifically the Cowry Card payment system. Discussions include its efficiency, ease of use, and occasional issues like card errors or insufficient balance, alongside mentions of fintech companies powering these systems."
396,@Denokgist,2025-02-05,0,0.0,"Gist with Denok People finally rising to end LAMATA/ police extortion vis dubious ""unmarked"" BRT lanes in Lagos",neutral,0.792580605,LEGAL,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
397,@Feet2meeNews,2025-02-04,1,1.0,Feet2mee Lagos state should extend same treatment in the state.they should start from the Brt park at oshodi.That place stinks of poo and then all the way to Lekki and Ajah. boys done use shit spoil that area,negative,0.880848467,OTHERS,1,"Urban Decay, Sanitation Crisis & Symbolic Politics of BRT","This topic captures intense public debate about Lagos “smelling,” environmental degradation around BRT terminals, and sanitation failures. BRT appears as a symbolic site where governance, urban neglect, migration, and identity politics collide. Discussions often escalate into partisan attacks, ethnic blame, and moral judgments, showing how transport infrastructure becomes a proxy for wider urban governance failures."
398,@objectvmedia,2025-02-03,8,72.0,Objectv Media The Awakening against LAMATA/Police Ex.Ortion on BRT lanes in Lagos is growing in frenetic pace. BeObjectv ,neutral,0.555172861,OTHERS,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
399,@isumunna,2025-02-03,0,0.0,Isaac Umunna Lagos Task Force apprehends 22 suspects using BRT terminal as hideout newsexpressngr.com/news/250903/la.,neutral,0.731176198,LEGAL,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
400,@Delotusflowerr,2025-02-03,0,0.0,"sky full of stars After a mid day at work , I finally closed and went to use brt home ( a bad bad choice ). It took 2 hours for the bus to come and just after 3mb the bus has spoilt on the road Lagos 500 - me 0",negative,0.45971939,"VEHICLE, DELAY",3,"Accidents, Fires & Operational Safety Failures","This cluster focuses on BRT-related accidents, bus fires, collisions, and emergency incidents. It emphasizes operational risks, driver conduct, vehicle maintenance, and emergency response. The tone is largely alarmist and incident-driven, reinforcing perceptions of safety vulnerabilities in the system."
401,@Adetolaa_a,2025-02-04,0,6.0,Adetola Adedeji But why is Lagos state govt not doing the road signage there? It's their responsibility. They put a BRT lane there. Both Lagos state and police just moving mad that private citizens are doing the job for them.,negative,0.695131183,"INFRASTRUCTURE, LEGAL",0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
402,@objectvmedia,2025-02-03,0,0.0,Objectv Media BRT Ext.Ortion Monitoring Update at Supa Bus Stop,neutral,0.914334118,OTHERS,5,Commuter Experience: Daily Challenges & Frustrations,"This topic captures the daily grind of BRT commuters: long queues, delays, discomfort, and the sheer mental and physical toll of Lagos public transport. It reflects a sentiment of struggle and resignation, with expressions of tiredness and frustration dominating the narrative."
403,@_damilaree_,2025-02-04,1,1.0,oluwdamilare This is one of the major reason I stopped driving in Lagos. This act has been going on for long especially along Ikorodu road. These BRT enforcement police personnels deliberately remove the BRT Lane signs before approaching and they just pick you up and extort motorists.,negative,0.914402008,LEGAL,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
404,@olutola,2025-02-02,0,2.0," this is not true I remember how quickly people adjusted to queuing when BRT was introduced in lagos. same thing with cutting corners, people will adjust once you remove the incentives to do so Even the most ingrained behavior can change in a generation or two",negative,0.604604423,OTHERS,6,"Market Decongestion, Enforcement & Land Disputes","This topic details official efforts to clear illegal traders from BRT stations and public spaces, focusing on environmental enforcement, task force operations, and associated arrests. It also touches on land disputes and protests against government actions related to BRT infrastructure."
405,@Rapidmataznaija,2025-02-01,0,0.0,Rapidmattersnaija Lady breaks down in tears after her car got towed for driving in an unmarked BRT lane in Lagos,negative,0.870428741,NEWS,3,"Accidents, Fires & Operational Safety Failures","This cluster focuses on BRT-related accidents, bus fires, collisions, and emergency incidents. It emphasizes operational risks, driver conduct, vehicle maintenance, and emergency response. The tone is largely alarmist and incident-driven, reinforcing perceptions of safety vulnerabilities in the system."
406,@BOLMOJOLA,2025-02-04,0,2.0,"Bolaji Olatunde Wait. Isn't it the function of the Lagos State Government, via LAMATA, to ensure that these road sighs are installed? At least, for safety reasons. Na wa o. lamata-ng.com/services/brt/ .",neutral,0.7933442,LEGAL,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
407,@mobholaji,2025-02-02,1,1.0,"Mobolaji This is what the irresponsible NPF does in lagos. There is even a notorious gang of police officers in the Berger axis. They operate using a Korope. The regular buses can stop to pick or drop passengers by the BRT station, but you dare not try it with a private vehicle.",negative,0.870960951,LEGAL,0,"BRT Lane Enforcement, Traffic Policy & Road Governance","This topic clusters official announcements, news reports, and citizen reactions concerning the enforcement or suspension of BRT lane restrictions—especially on Eko Bridge and Odo Iya-Alaro. It reflects tensions between traffic congestion management, road repairs, enforcement practices, and allegations of extortion by task forces and police. The discourse blends policy communication with everyday commuter frustrations."
